Store Name,Link,Phone,Email,Address,Open Hours
Legacy Place,https://shop.lululemon.com/stores/us/dedham/legacyplace,781-365-5415,legacy-store@lululemon.com,"680 Legacy Place, Unit 242, Dedham, MA, US, 02026",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Martha's Vineyard,https://shop.lululemon.com/stores/us/edgartown/marthas-vineyard,508-761-1877,marthasvineyardstore@lululemon.com,"66 Main Street, Edgartown, MA, US, 02539",Mon - Sat: 10:00am - 7:00pm; Sun: 10:00am - 5:00pm
Derby St. Shops,https://shop.lululemon.com/stores/us/hingham/derbystreet,781-528-0842,hingham-store@lululemon.com,"94 Derby St, Unit 219 & 221, Hingham, MA, US, 02043",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Market Street,https://shop.lululemon.com/stores/us/lynnfield/marketstreet,781-365-5766,marketstreet-store@lululemon.com,"630 Market Street, Lynnfield, MA, US, 01940",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Mashpee Commons,https://shop.lululemon.com/stores/us/mashpee/mashpee-commons,508-403-9783,mashpeecommons-store@lululemon.com,"21 Steeple Street, Space # 11B.102, Mashpee, MA, US, 02649",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 5:00pm
Shops at Blackstone Valley,https://shop.lululemon.com/stores/us/millbury/shops-at-blackstone-valley,774-486-6276,blackstone-popup@lululemon.com,"70 Worcester-Providence turnpike, Suite 511, Millbury, MA, US, 01527",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Natick Collection,https://shop.lululemon.com/stores/us/natick/natick,508-552-3117,natickmall-store@lululemon.com,"1245 Worcester Street, Unit 4054 and 4055, Natick, MA, US, 01760",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Assembly Row Pop Up,https://shop.lululemon.com/stores/us/sommerville/assembly-row-pop-up,617-440-2287,Assemblyrow-popup@lululemon.com,"335 Assembly Row, Unit 814, Sommerville, MA, US, 02145",Mon - Sat: 10:00am - 8:00pm; Sun: 10:00am - 6:00pm
"Central Street, Wellesley",https://shop.lululemon.com/stores/us/wellesley/central-street-wellesley,781-471-5792,wellesley-store@lululemon.com,"50D Central Street, D, Wellesley, MA, US, 02482",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Wrentham Village Premium Outlet,https://shop.lululemon.com/stores/us/Massachusetts/Wrentham,413-779-3934,Wrentham-Outlet@lululemon.com,"1 Premium Outlets Blvd, Suite 195, Wrentham, MA, US, 02093",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 10:00am - 8:00pm
Ann Arbor store,https://shop.lululemon.com/stores/us/ann-arbor/annarbormi,734-519-6550,annarbor-store@lululemon.com,"3070 Washtenaw Avenue, Ann Arbor, MI, US, 48104",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Birch Run Premium Outlets Pop Up,https://shop.lululemon.com/stores/us/birch-run/birch-run-premium-outlets-pop-up,989-403-0556,birchrun-outlet@lululemon.com,"12150 Beyer Rd, Birch Run, MI, US, 48415",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Old Woodward,https://shop.lululemon.com/stores/us/birmingham/birminghammi,248-846-1774,oldwoodwardave-store@lululemon.com,"101 S Old Woodward Ave, Birmingham, MI, US, 48009",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Partridge Creek,https://shop.lululemon.com/stores/us/clinton-township/partridge-creek,586-331-0786,partridgecreek-store@lululemon.com,"17420 Hall Road, Unit 182, Clinton Township, MI, US, 48038",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Downtown Detroit,https://shop.lululemon.com/stores/us/detroit/downtown-detroit,313-450-9861,thedetroitlocal@lululemon.com,"1459 Woodward Avenue, Detroit, MI, US, 48226",Mon - Sat: 11:00am - 7:00pm; Sun: 12:00pm - 6:00pm
Eastwood Towne Center,https://shop.lululemon.com/stores/us/lansing/eastwood-towne-center,517-903-2461,EastwoodTowneCenter@lululemon.com,"3032 Centre Boulevard, East Lansing, MI, US, 48912",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Breton Village,https://shop.lululemon.com/stores/us/bretonvillage/bretonvillage,616-557-7647,bretonvillage-store@lululemon.com,"1830 Breton, Suite 1880, Grand Rapids, MI, US, 49506",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Grosse Pointe Pop Up,https://shop.lululemon.com/stores/us/grosse-pointe/grosse-pointe-pop-up,313-484-2083,grossepointe-popup@lululemon.com,"17101 Kercheval Ave, Grosse Pointe, MI, US, 48230",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 5:00pm
Twelve Oaks Mall,https://shop.lululemon.com/stores/us/novi/twelveoaksmall,248-368-0876,twelveoaks-store@lululemon.com,"27708 Novi Rd, C281, Novi, MI, US, 48377",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Rochester Store,https://shop.lululemon.com/stores/us/rochester/rochester-store,248-710-0254,rochester-store@lululemon.com,"252 North Adams Road, Rochester Hills, MI, US, 48309",Mon - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Traverse City,https://shop.lululemon.com/stores/us/traverse-city/traverse-city,231-444-5834,traversecity-store@lululemon.com,"218 E Front St., Traverse City, MI, US, 49684",Mon - Sat: 10:00am - 8:00pm; Sun: 10:00am - 6:00pm
Somerset South,https://shop.lululemon.com/stores/us/troy/somersetcollec,248-846-1931,somerset-store@lululemon.com,"2801 West Big Beaver Road, Unit G233, Troy, MI, US, 48084",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Albertville Outlet,https://shop.lululemon.com/stores/us/albertville/albertville,763-497-0240,albertville-outlet@lululemon.com,"6415 Labeaux Avenue NE, Unit B270, Albertville, MN, US, 55301",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
"50th & France, Edina",https://shop.lululemon.com/stores/us/edina/50th-and-france-edina,651-758-2926,50thandFrance-store@lululemon.com,"3914 W 50th Street, Edina, MN, US, 55424",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Southdale Center,https://shop.lululemon.com/stores/us/edina/southdale-center,952-900-7298,southdale-store@lululemon.com,"10 Southdale Center, Unit 1795, Edina, MN, US, 55435",Mon - Tue: Closed; Wed - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Ridgedale,https://shop.lululemon.com/stores/us/minneapolis/ridgedale,763-296-3135,ridgedale-store@lululemon.com,"12673 Wayzata Blvd, Minneapolis, MN, US, 55305",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
North Loop,https://shop.lululemon.com/stores/us/minneapolis/north-loop,612-439-2120,northloop-store@lululemon.com,"134 3rd Ave North, Minneapolis, MN, US, 55401",Mon - Sat: 9:00am - 7:00pm; Sun: 9:00am - 6:00pm
Apache Mall,https://shop.lululemon.com/stores/us/rochester/apache-mall,507-585-1503,apachemall-store@lululemon.com,"1201 12th Street SW, Hwy. 14, Unit # 314, Rochester, MN, US, 55902",Mon - Thu: 11:00am - 7:00pm; Fri: 11:00am - 8:00pm; Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Rosedale Center,https://shop.lululemon.com/stores/us/roseville/rosedale-center,651-412-2808,Rosedale-store@lululemon.com,"1595 Minnesota 36, #200, Roseville, MN, US, 55113",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Woodbury Lakes,https://shop.lululemon.com/stores/us/woodbury/woodbury-lakes,651-321-5205,woodbury-store@lululemon.com,"9020 Hudson Road, Suite 403A, Woodbury, MN, US, 55125",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Highland Village,https://shop.lululemon.com/stores/us/jackson/highlandvillageinjackson,601-436-4303,highland-jackson@lululemon.com,"4500 I-55 North, Suite #120, Jackson, MS, US, 39211",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
Renaissance at Colony Park,https://shop.lululemon.com/stores/us/ridgeland/renaissance-at-colony-park,601-348-9652,renaissance-store@lululemon.com,"1000 Highland Colony Parkway, Suite 4002, Ridgeland, MS, US, 39157",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
"Tanger Outlets, Branson",https://shop.lululemon.com/stores/us/branson/tanger-outlets-branson,417-708-7030,branson-outlet@lululemon.com,"300 Tanger Boulevard, Unit 211, Branson, MO, US, 65616",Mon - Thu: 9:00am - 7:00pm; Fri - Sat: 9:00am - 8:00pm; Sun: 10:00am - 6:00pm
Shoppes at Stadium,https://shop.lululemon.com/stores/us/columbia/shoppes-at-stadium,573-615-3623,shoppesstadium-store@lululemon.com,"211 N Stadium Blvd., Suite 6, Columbia, MO, US, 65203",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
West County Store,https://shop.lululemon.com/stores/us/des-peres/west-county-store,314-866-4193,westcounty-store@lululemon.com,"35 W County Center Dr., Space # 1095, Des Peres, MO, US, 63131",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Plaza Frontenac,https://shop.lululemon.com/stores/us/frontenac/plazafrontenac,314-886-7958,frontenac-store@lululemon.com,"1701 South Lindbergh Boulevard, Unit 247, Frontenac, MO, US, 63131",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
Country Club Plaza,https://shop.lululemon.com/stores/us/kansas-city/kansascitymo,816-653-6483,countryclubpl-store@lululemon.com,"401 Nichols Road, Kansas City, MO, US, 64112",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
Summit Fair Pop Up,https://shop.lululemon.com/stores/us/lees-summit/summit-fair-pop-up,816-477-5030,summitfair-popup@lululemon.com,"910 NW Blue Parkway, Suite G, Lee's Summit, MO, US, 64086",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Battlefield Mall,https://shop.lululemon.com/stores/us/springfield/battlefield-mall,417-246-4479,springfield-store@lululemon.com,"2825 South Glenstone Avenue, Springfield, MO, US, 65804",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Maryland Plaza,https://shop.lululemon.com/stores/us/st-louis/marylandplaza,314-936-4562,marylandplaza-store@lululemon.com,"Unit 26 Maryland Plaza, St. Louis, MO, US, 63108",Mon - Sat: 10:00am - 8:00pm; Sun: 10:00am - 6:00pm
Bozeman,https://shop.lululemon.com/stores/us/bozeman/bozeman,406-344-1562,Bozeman-store@lululemon.com,"23 E Main, Bozeman, MT, US, 59715",Mon - Sat: 9:00am - 7:00pm; Sun: 9:00am - 5:00pm
"Southgate Mall, Missoula",https://shop.lululemon.com/stores/us/missoula/southgate-mall-missoula,406-625-0370,southgatemall-store@lululemon.com,"Unit# D-13A, 2901 Brooke St., Missoula, MT, US, 59801",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Southpointe Pavilions,https://shop.lululemon.com/stores/us/lincoln/southpointe-pavilions,402-687-3921,southpointe-store@lululemon.com,"2940 Pine Lake Rd, Suite J, Lincoln, NE, US, 68516",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Regency,https://shop.lululemon.com/stores/us/omaha/regency,402-534-1336,regency-store@lululemon.com,"120 Regency Pkwy, 156, Omaha, NE, US, 68114",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 5:00pm
Village Pointe,https://shop.lululemon.com/stores/us/omaha/villagepoint,402-256-7689,villagepointe-store@lululemon.com,"17250 Davenport, St, Ste C102, Omaha, NE, US, 68118",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 5:00pm
District at Green Valley,https://shop.lululemon.com/stores/us/henderson/district-at-green-valley,725-215-6925,greenvalley-store@lululemon.com,"2240 Village Walk Drive, #120, Henderson, NV, US, 89052",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 10:00am - 6:00pm
Downtown Summerlin,https://shop.lululemon.com/stores/us/las-vegas/downtownsummerlin,702-240-4175,summerlin-store@lululemon.com,"1870 Festival Plaza Dr, H100, Las Vegas, NV, US, 89135",Mon - Thu: 10:00am - 8:00pm; Fri: 10:00am - 9:00pm; Sat: 9:00am - 9:00pm; Sun: 11:00am - 7:00pm
Fashion Show Mall,https://shop.lululemon.com/stores/us/las-vegas/fashionshowmall,702-978-7453,fashionshow-store@lululemon.com,"3200 Las Vegas Blvd. S, Unit 1770, Las Vegas, NV, US, 89109",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Las Vegas Premium Outlet North,https://shop.lululemon.com/stores/us/las-vegas/las-vegas-premium-outlet-north,702-384-0031,lasvegas-outlet@lululemon.com,"855 South Grand Central Parkway, Unit 1540, Las Vegas, NV, US, 89106",Mon - Sat: 10:00am - 8:00pm; Sun: 10:00am - 7:00pm
Forum Shops at Caesars,https://shop.lululemon.com/stores/us/las-vegas/forum-shops-at-caesars-,702-479-5451,caesars-store@lululemon.com,"3500 Las Vegas Blvd S, Unit F01A, Las Vegas, NV, US, 89109",Mon - Sun: 10:00am - 9:00pm
Miracle Mile,https://shop.lululemon.com/stores/us/las-vegas/miracle-mile,725-209-7381,miraclemile-store@lululemon.com,"3663 South Las Vegas Boulevard, Suite 170, Las Vegas, NV, US, 89109",Mon - Sun: 10:00am - 9:00pm
The Summit Sierra,https://shop.lululemon.com/stores/us/reno/summit-sierra,775-242-6670,summitsierra-store@lululemon.com,"13935 South Virginia Street, Suite 304, Reno, NV, US, 89511",Mon - Sat: 10:00am - 8:00pm; Sun: 11:15am - 6:00pm
Rockingham Mall,https://shop.lululemon.com/stores/us/salem/rockingham-mall,978-391-6259,rockinghammall@lululemon.com,"99 Rockingham Park Blvd, W121A, salem, NH, US, 03079",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Avalon Local,https://shop.lululemon.com/stores/us/new-jersey/avalon-local,609-368-1050,avalon-local@lululemon.com,"2013 Dune Dr, Avalon, NJ, US, 08202",Mon - Sun: 10:00am - 6:00pm
Bridgewater Commons,https://shop.lululemon.com/stores/us/bridgewater/bridgewater,908-332-9609,bridgewater-store@lululemon.com,"400 Commons Way, Space #2405, Bridgewater, NJ, US, 08807",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Cherry Hill Mall,https://shop.lululemon.com/stores/us/new-jersey/cherry-hill,856-420-7127,cherryhill-store@lululemon.com,"2000 Route 38, Unit 1143, Cherry Hill, NJ, US, 08002",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Closter Plaza,https://shop.lululemon.com/stores/us/new-jersey/closter-plaza,551-313-9176,closter-plaza@lululemon.com,"61 VerValen Street , Closter, NJ, US, 07624",Mon - Sat: 10:00am - 8:00pm; Sun: Closed
American Dream,https://shop.lululemon.com/stores/us/east-rutherford/american-dream,551-213-6152,americandream-store@lululemon.com,"1 American Dream Way, C231, East Rutherford, NJ, US, 07073",Mon - Thu: 11:00am - 9:00pm; Fri - Sat: 11:00am - 10:00pm; Sun: 11:00am - 7:00pm
Menlo Park Pop Up,https://shop.lululemon.com/stores/us/edison/menlo-park-pop-up,732-710-4654,menlopark-popup@lululemon.com,"55 Parsonage Rd , Suite 1550, Edison, NJ, US, 08837",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Promenade at Sagemore,https://shop.lululemon.com/stores/us/evesham-township/sagemore,856-658-8354,sagemore-store@lululemon.com,"500 Route 73 South, Evesham Township, NJ, US, 08053",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Freehold Raceway Mall,https://shop.lululemon.com/stores/us/new-jersey/freehold-raceway-mall,732-314-4788,freehold-store@lululemon.com,"3710 Route 9, Space #G106, Freehold, NJ, US, 07728",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Hoboken,https://shop.lululemon.com/stores/us/new-jersey/hoboken,551-295-8471,hoboken-store@lululemon.com,"313 Washington Street, Hoboken, NJ, US, 07030",Mon - Sat: 10:00am - 8:00pm; Sun: 10:00am - 6:00pm
The Shoppes at DePiero Farm,https://shop.lululemon.com/stores/us/montvale/depiero-farms,201-627-9220,depierofarms-store@lululemon.com,"46 Farm View, Building C, Montvale, NJ, US, 07645",Mon - Sat: 10:00am - 7:00pm; Sun: Closed
Garden State Plaza,https://shop.lululemon.com/stores/us/paramus/gardenstate,551-295-8597,gardenstate-store@lululemon.com,"100 Garden State Plaza, Unit D10, Paramus, NJ, US, 07652",Mon - Thu: 10:00am - 9:00pm; Fri - Sat: 10:00am - 9:30pm; Sun: Closed
Palmer Square,https://shop.lululemon.com/stores/us/princeton/princeton,609-622-4165,princeton-store@lululemon.com,"36 Nassau Street, Princeton, NJ, US, 08542",Mon - Wed: 10:00am - 6:00pm; Thu - Fri: 10:00am - 8:30pm; Sat: 10:00am - 6:00pm; Sun: 11:00am - 5:00pm
Short Hills Mall,https://shop.lululemon.com/stores/us/new-jersey/short-hills-mall,973-381-1771,shorthills-store@lululemon.com,"1200 Morris Turnpike, Unit # D245, Short Hills, NJ, US, 07078",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
lululemon Grove at Shrewsbury,https://shop.lululemon.com/stores/us/shrewsbury/shrewsbury,732-561-5570,groveatshrew-store@lululemon.com,"553 Route 35, Space # N-7, Shrewsbury, NJ, US, 07702",Mon - Fri: 10:00am - 8:00pm; Sat: 10:00am - 6:00pm; Sun: 11:00am - 5:00pm
Springfield Ave,https://shop.lululemon.com/stores/us/summit/springfield,908-224-6759,springfieldave-store@lululemon.com,"402 Springfield Avenue, Summit, NJ, US, 07901",Mon - Sat: 10:00am - 6:00pm; Sun: 10:00am - 5:00pm
"Willowbrook, Wayne",https://shop.lululemon.com/stores/us/wayne/willowbrook-wayne,973-319-8836,willowbrookNJ-store@lululemon.com,"1400 Willowbrook Mall, Space 1580, Wayne, NJ, US, 07470",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 11:00am - 9:00pm; Sun: 11:00am - 7:00pm
ABQ Uptown,https://shop.lululemon.com/stores/us/albuquerque/abquptown,505-405-7035,ABQuptown-store@lululemon.com,"2261 Q Street NE, Albuquerque NM 87110, Space 02E , Albuquerque, NM, US, 87110",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Crossgates Mall,https://shop.lululemon.com/stores/us/albany/crossgates-mall,518-722-3385,crossgates-store@lululemon.com,"1 Crossgates Mall Road, Suite B203, Albany, NY, US, 12203",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Williamsburg,https://shop.lululemon.com/stores/us/brooklyn/Williamsburg,929-447-2681,Williamsburg-Store@lululemon.com,"129 N 6th Street, Brooklyn, NY, US, 11249",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
City Point,https://shop.lululemon.com/stores/us/brooklyn/city-point,929-447-2279,citypoint-store@lululemon.com,"445 Albee Square West, G-108/G-110, Brooklyn, NY, US, 11201",Mon - Sun: 10:00am - 8:00pm
Walden Galleria,https://shop.lululemon.com/stores/us/buffalo/waldengalleria,716-681-3916,waldengalleria-store@lululemon.com,"1 Walden Galleria DR, Suite J106, Buffalo, NY, US, 14225",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
East Hampton,https://shop.lululemon.com/stores/us/east-hampton/easthampton,631-502-7713,easthampton-store@lululemon.com,"35 Main Street, East Hampton, NY, US, 11937",Mon - Wed: 10:00am - 6:00pm; Thu - Sat: 10:00am - 7:00pm; Sun: 10:00am - 5:00pm
Roosevelt Field,https://shop.lululemon.com/stores/us/garden-city/roosevelt,516-588-6970,roosevelt-store@lululemon.com,"630 Old Country Road, Suite 2042, Garden City, NY, US, 11530",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Walt Whitman,https://shop.lululemon.com/stores/us/huntington-station/waltwhitman,631-483-7999,waltwhitman-store@lululemon.com,"160 Walt Whitman Road, Space 1050B, Huntington Station, NY, US, 11746",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Manhasset,https://shop.lululemon.com/stores/us/manhasset/manhasset,516-788-6024,manhasset-store@lululemon.com,"1950 Northern Blvd, Unit 0040, Manhasset, NY, US, 11030",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Flatiron,https://shop.lululemon.com/stores/us/new-york/Flatiron,332-239-6949,flatiron-store@lululemon.com,"114 Fifth Avenue, New York, NY, US, 10011",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
Columbia,https://shop.lululemon.com/stores/us/new-york/columbia,332-239-6763,columbia-store@lululemon.com,"2935 Broadway, Space A, New York, NY, US, 10025",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
66th and 3rd,https://shop.lululemon.com/stores/us/new-york/66thstreet,332-239-6760,east66th-store@lululemon.com,"1127 3rd Avenue, New York, NY, US, 10065",Mon - Sun: 10:00am - 7:00pm
"86TH & 3RD, NYC",https://shop.lululemon.com/stores/us/new-york/86thand3rd,212-452-1909,86thand3rd-store@lululemon.com,"1529 3rd Avenue, New York, NY, US, 10028",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Meatpacking,https://shop.lululemon.com/stores/us/new-york/meatpacking,315-667-1728,meatpacking-store@lululemon.com,"408 W 14th Street, Front A, New York, NY, US, 10014",Mon - Sun: 10:00am - 7:00pm
Grand Central Terminal,https://shop.lululemon.com/stores/us/nyc/grand-central-terminal,332-244-3385,grandcentral-store@lululemon.com,"89 East 42nd Street, Space MC-9, New York, NY, US, 10017",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
Brookfield Place,https://shop.lululemon.com/stores/us/new-york/brookfield-place,332-239-6904,brookfieldpl-store@lululemon.com,"250 Vesey Street, New York, NY, US, 10281",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
The Shops at Columbus Circle,https://shop.lululemon.com/stores/us/new-york/Columbus-Circle,332-239-6384,columbuscircle-store@lululemon.com,"10 Columbus Circle, Unit 113, New York, NY, US, 10023",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
Soho Broadway,https://shop.lululemon.com/stores/us/new-york/soho-broadway,332-239-6948,sohobroadway-store@lululemon.com,"520 Broadway, New York, NY, US, 10012",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 8:00pm
The Shops at Hudson Yards,https://shop.lululemon.com/stores/us/new-york/the-shops-at-hudson-yards,332-239-6552,hudsonyards-store@lululemon.com,"500 West 33rd Street, RU 313A, New York, NY, US, 10001",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
NYC 5th Ave,https://shop.lululemon.com/stores/us/new-york/nyc-5th-ave,332-239-6660,nyc5thave@lululemon.com,"592 5th Avenue, New York, NY, US, 10036",Mon - Sun: 10:00am - 8:00pm
"70TH & Columbus, NYC",https://shop.lululemon.com/stores/us/new-york/70th---columbus--nyc,917-441-5915,70thcolumbus-store@lululemon.com,"216 Columbus Avenue, New York, NY, US, 10023",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 7:00pm
Clover View Plaza,https://shop.lululemon.com/stores/us/rochester/cloverviewplaza,585-632-4055,cloverviewplazastore@lululemon.com,"2924 Monroe Avenue, Rochester, NY, US, 14618",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Vernon Hills Shopping Center,https://shop.lululemon.com/stores/us/eastchester/vernon-hills-shopping-center,914-902-4009,vernonhills-store@lululemon.com,"696 White Plains Road, Scarsdale, NY, US, 10583",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Staten Island Mall Pop Up,https://shop.lululemon.com/stores/us/staten-island/staten-island-mall-pop-up,929-833-1896,statenisland-popup@lululemon.com,"2655 Richmond Ave, unit 2105, Staten Island, NY, US, 10314",Mon - Thu: 11:00am - 7:00pm; Fri - Sat: 11:00am - 8:00pm; Sun: 11:00am - 6:00pm
Destiny,https://shop.lululemon.com/stores/us/destiny/destiny,315-535-6687,destiny-store@lululemon.com,"1 Destiny USA Dr, Space F-220, Syracuse, NY, US, 13290",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Eastview Mall,https://shop.lululemon.com/stores/us/victor/eastview-mall,585-672-6079,eastviewmall-store@lululemon.com,"263 Eastview Mall, 225, Victor, NY, US, 14564",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Westchester Mall,https://shop.lululemon.com/stores/us/white-plains/westchestermall,914-353-4167,whiteplains-store@lululemon.com,"125 Westchester Ave, Suite 1016, White Plains, NY, US, 10601",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Woodbury Common Outlet,https://shop.lululemon.com/stores/us/woodbury/woodburycommon,845-928-5470,woodburycommon-store@lululemon.com,"498 Red Apple Court, Unit 435, Woodbury, NY, US, 10917",Mon - Sun: 10:00am - 9:00pm
Kitchin Place,https://shop.lululemon.com/stores/us/asheville/kitchinplace,828-882-3019,kitchinplace-store@lululemon.com,"1 Kitchin Place, Asheville, NC, US, 28803",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 5:00pm
Fenton,https://shop.lululemon.com/stores/us/cary/fenton,984-345-2743,fenton-store@lululemon.com,"20 Fenton Main Street, Suite 170, Cary, NC, US, 27511",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 7:00pm
SouthPark,https://shop.lululemon.com/stores/us/charlotte/southpark,704-610-8573,southpark-store@lululemon.com,"4400 Sharon Rd, Space# M24A, Charlotte, NC, US, 28211",Mon: 10:00am - 8:00pm; Tue: 10:00am - 7:30pm; Wed - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Atherton Mill,https://shop.lululemon.com/stores/us/charlotte/atherton-mill,704-826-3334,athertonmill-store@lululemon.com,"2040 South Boulevard, Suite 3, Charlotte, NC, US, 28203",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Blakeney Shopping Center,https://shop.lululemon.com/stores/us/charlotte/blakeney-shopping-center,704-826-3378,blakeney-store@lululemon.com,"9816 Rea Road, Charlotte, NC, US, 28277",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Streets at Southpoint,https://shop.lululemon.com/stores/us/durham/southpoint,919-301-9326,stssouthpoint-store@lululemon.com,"8030 Renaissance Parkway, Suite 835, Durham, NC, US, 27713",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
